AUPR_bench,AUPR_bench_1,AUPR_bench_2,AUPR_bench_3,AUPR_dev,AUPR_dev_1,AUPR_dev_2,AUPR_dev_3,AUPR_train,AUPR_train_1,AUPR_train_2,AUPR_train_3,AUROC_bench,AUROC_bench_1,AUROC_bench_2,AUROC_bench_3,AUROC_dev,AUROC_dev_1,AUROC_dev_2,AUROC_dev_3,AUROC_train,AUROC_train_1,AUROC_train_2,AUROC_train_3,batch_size,drop1,drop2,epochs,eps,hidden_activation,ip,lambda,learning_rate,n1,n2,n_hidden,use_drop,use_pc,use_vat,weight_1,xi
0.25051375143950755,0.26429100947791817,0.20407591787892743,0.28317432696167705,0.2542890731750534,0.283205336298632,0.21010994226844742,0.2695519409580809,0.32509516605423255,0.3169807490156924,0.34001515432422635,0.3182895948227789,0.7401770888837819,0.7282289002557545,0.7435796301165746,0.7487227362790165,0.7282970011640355,0.7268062659846547,0.7272131650451398,0.7308715724623123,0.7483207454377613,0.7428798415519426,0.7614792417591338,0.7406031530022075,256,,,25,1.100074311636297,sigmoid,1,1.8e-06,0.00017,400,250,2,0,0,1,1.0,16.076191071368235
0.25051375143950755,0.26429100947791817,0.20407591787892743,0.28317432696167705,0.2531647309050539,0.280785833229048,0.20479201164077726,0.2739163478453366,0.3110203734371489,0.3022128149650179,0.3243447980448852,0.3065035073015435,0.7401770888837819,0.7282289002557545,0.7435796301165746,0.7487227362790165,0.7227299789176095,0.7081750091340886,0.7206525550004382,0.739362372618302,0.7337604677839836,0.719560290786954,0.7479592842591463,0.7337618283058503,256,,,25,1.4303231193532997,sigmoid,1,1.8e-06,0.00017,400,250,2,0,0,1,1.0,6.191984329338622
0.25051375143950755,0.26429100947791817,0.20407591787892743,0.28317432696167705,0.25357322335039867,0.2745167247912169,0.2098030752453638,0.2763998700146153,0.2839727033908844,0.27477818282471067,0.29497717496499665,0.28216275238294575,0.7401770888837819,0.7282289002557545,0.7435796301165746,0.7487227362790165,0.7161268794597416,0.7099150529777127,0.7165319046366903,0.721933680764822,0.7343416482437704,0.7362680901334596,0.7384919039574822,0.7282649506403692,256,0.47,0.6,25,1.7957203348067625,sigmoid,1,1.8e-06,0.00017,400,250,2,1,0,1,1.0,16.34010544149018
0.25051375143950755,0.26429100947791817,0.20407591787892743,0.28317432696167705,0.25334128591105,0.2830413127441245,0.20640983288698156,0.2705727121020439,0.32025954115591043,0.31183954090776245,0.3342452779836123,0.31469380457635643,0.7401770888837819,0.7282289002557545,0.7435796301165746,0.7487227362790165,0.7286685788316385,0.7201315308732189,0.72978131299851,0.7360928926231864,0.7409536687422711,0.731800668363908,0.7531776987590726,0.7378826391038327,256,,,25,1.0168753979715268,sigmoid,1,1.8e-06,0.00017,400,250,2,0,0,1,1.0,3.7763696104279414
0.25051375143950755,0.26429100947791817,0.20407591787892743,0.28317432696167705,0.2634742807613095,0.28370902237707274,0.21769936132447287,0.28901445858238295,0.296891118874216,0.2885100673657857,0.30737944671680173,0.29478384254006046,0.7401770888837819,0.7282289002557545,0.7435796301165746,0.7487227362790165,0.7422478578643178,0.7374223602484472,0.7373477079498643,0.7519735053946419,0.7631413890915085,0.7619144914043678,0.7690713007290055,0.7584383751411524,256,0.47,0.6,25,0.15763585850370315,sigmoid,1,1.8e-06,0.00017,400,250,2,1,0,1,1.0,3.0280981151881274
0.25051375143950755,0.26429100947791817,0.20407591787892743,0.28317432696167705,0.2532814850484318,0.2831692849461036,0.2113948495816654,0.2652803206175264,0.3483181440137333,0.343524674703302,0.3656219803689479,0.3358077769689501,0.7401770888837819,0.7282289002557545,0.7435796301165746,0.7487227362790165,0.7116681839879654,0.7351456887102668,0.6839687965641161,0.7158900666895136,0.7790714306038314,0.7883189248230005,0.7893614533281276,0.7595339136603663,256,,,25,0.3954930866548736,sigmoid,1,1.8e-06,0.00017,400,250,2,0,0,1,1.0,6.335395955279607
0.25051375143950755,0.26429100947791817,0.20407591787892743,0.28317432696167705,0.251965501438493,0.27896333280050706,0.21564588962199144,0.26128728189298056,0.3549118034860363,0.34857782995968817,0.3733668334331277,0.3427907470652929,0.7401770888837819,0.7282289002557545,0.7435796301165746,0.7487227362790165,0.7119720205512451,0.7350543478260869,0.6868437198702779,0.7140179939573708,0.784126491297123,0.7882149200516279,0.7970294446226937,0.7671351092170473,256,,,25,0.2598496325207157,sigmoid,1,1.8e-06,0.00017,400,250,2,0,0,1,1.0,11.298504926577191
0.25051375143950755,0.26429100947791817,0.20407591787892743,0.28317432696167705,0.2538402090953717,0.285473682189993,0.20658302753530994,0.2694639175608121,0.3399680074609764,0.3335896804099947,0.3569777560273991,0.3293365859455354,0.7401770888837819,0.7282289002557545,0.7435796301165746,0.7487227362790165,0.7147336492241335,0.7370592802338327,0.684225173108949,0.7229164943296188,0.7666765204115156,0.773235021262894,0.7777328319775042,0.7490617079941484,256,,,25,0.5757020922470784,sigmoid,1,1.8e-06,0.00017,400,250,2,0,0,1,1.0,3.388195102431984
0.25051375143950755,0.26429100947791817,0.20407591787892743,0.28317432696167705,0.2539247868950542,0.2749139215652161,0.20934132992741458,0.277519109192532,0.28347544446636513,0.2744339414463017,0.2943295505572079,0.28166284139558584,0.7401770888837819,0.7282289002557545,0.7435796301165746,0.7487227362790165,0.7162222588744552,0.7090016441359153,0.7166787185555263,0.722986413931924,0.7341299157318456,0.7360482587605912,0.7379996554053047,0.7283418330296407,256,0.47,0.6,25,1.9198784109408953,sigmoid,1,1.8e-06,0.00017,400,250,2,1,0,1,1.0,10.690300012207366
0.25051375143950755,0.26429100947791817,0.20407591787892743,0.28317432696167705,0.25372241838970266,0.28237682838379496,0.21355764125701587,0.2652327855282972,0.34904782354661784,0.3441017845966007,0.3664047420845379,0.33663694395871485,0.7401770888837819,0.7282289002557545,0.7435796301165746,0.7487227362790165,0.710808833337056,0.7338543569601754,0.6834275571916908,0.7151445858593021,0.7798806558705996,0.7885841984908512,0.7905076862840819,0.7605500828368663,256,,,25,0.39849217718290575,sigmoid,1,1.8e-06,0.00017,400,250,2,0,0,1,1.0,10.670397781034914
