AUPR_bench,AUPR_bench_1,AUPR_bench_2,AUPR_bench_3,AUPR_dev,AUPR_dev_1,AUPR_dev_2,AUPR_dev_3,AUPR_train,AUPR_train_1,AUPR_train_2,AUPR_train_3,AUROC_bench,AUROC_bench_1,AUROC_bench_2,AUROC_bench_3,AUROC_dev,AUROC_dev_1,AUROC_dev_2,AUROC_dev_3,AUROC_train,AUROC_train_1,AUROC_train_2,AUROC_train_3,batch_size,drop1,drop2,epochs,eps,hidden_activation,ip,lambda,learning_rate,n1,n2,n3,n_hidden,use_vat,weight_1,xi
0.218548806,0.181368417,0.249530632,0.22474737,0.223049001,0.186866568,0.251255532,0.231024902,0.270618026,0.282773544,0.263994852,0.265085682,0.718545351,0.73442896,0.699049735,0.722157359,0.74542159,0.744062801,0.745634535,0.746567433,0.78166385,0.784494422,0.784970103,0.775527024,256,0.023842789,0.098660122,25,1,sigmoid,1,0.000477259,8.12E-05,208,196,73,3,0,3,10
0.218548806,0.181368417,0.249530632,0.22474737,0.224460142,0.184776385,0.255255843,0.233348198,0.261001844,0.273127575,0.252605758,0.257272198,0.718545351,0.73442896,0.699049735,0.722157359,0.744639499,0.749032562,0.740600512,0.744285423,0.768329063,0.77045988,0.766287908,0.768239401,256,0.446625617,0.163056868,25,1,sigmoid,1,0.000808265,0.000120032,204,96,157,3,0,3,10
0.218548806,0.181368417,0.249530632,0.22474737,0.222402224,0.182616362,0.254451419,0.230138891,0.269069454,0.278517222,0.263517802,0.265173339,0.718545351,0.73442896,0.699049735,0.722157359,0.744625155,0.738628495,0.745788283,0.749458686,0.78204573,0.783534884,0.78226915,0.780333156,256,0.369445206,0.174161788,25,1,sigmoid,1,0.000541711,0.000170401,369,271,102,3,0,3,10
0.218548806,0.181368417,0.249530632,0.22474737,0.233393813,0.197306489,0.263684483,0.239190466,0.267426067,0.275094428,0.257847139,0.269336633,0.718545351,0.73442896,0.699049735,0.722157359,0.744297479,0.751839556,0.745197096,0.735855785,0.767261759,0.765401903,0.766357883,0.77002549,256,0.61202311,0.268609478,25,1,sigmoid,1,5.48E-08,6.15E-05,222,85,149,2,0,3,10
0.218548806,0.181368417,0.249530632,0.22474737,0.232346292,0.201629511,0.265817853,0.229591513,0.295355345,0.300463834,0.291637081,0.293965121,0.718545351,0.73442896,0.699049735,0.722157359,0.74781217,0.746017399,0.744659472,0.75275964,0.79012734,0.787330893,0.793692293,0.789358835,256,0.153790097,0.201301905,25,1,sigmoid,1,2.39E-07,4.84E-05,384,79,62,2,0,3,10
0.218548806,0.181368417,0.249530632,0.22474737,0.235948235,0.206972578,0.270133967,0.230738159,0.302912636,0.313656326,0.293887901,0.301193681,0.718545351,0.73442896,0.699049735,0.722157359,0.748043946,0.744378342,0.746306069,0.753447427,0.794991616,0.794334896,0.797569277,0.793070676,256,0.319029775,0.525896102,25,1,sigmoid,1,3.88E-07,0.000134286,351,100,77,3,0,3,10
0.218548806,0.181368417,0.249530632,0.22474737,0.233788097,0.203674889,0.268210074,0.229479326,0.293035992,0.296812595,0.288738428,0.293556954,0.718545351,0.73442896,0.699049735,0.722157359,0.747179937,0.743262994,0.744294443,0.753982372,0.789801807,0.788538617,0.791532505,0.789334299,256,0.414384762,0.662997952,25,1,sigmoid,1,2.47E-07,7.65E-05,383,107,76,2,0,3,10
0.218548806,0.181368417,0.249530632,0.22474737,0.230308722,0.191540139,0.262317908,0.237068119,0.255098101,0.266562523,0.243353432,0.255378348,0.718545351,0.73442896,0.699049735,0.722157359,0.732267322,0.745406039,0.732185014,0.719210913,0.745764794,0.743520901,0.746894303,0.746879179,256,0.570440519,0.023130892,25,1,sigmoid,1,4.23E-08,2.70E-05,227,202,178,2,0,3,10
0.218548806,0.181368417,0.249530632,0.22474737,0.235959711,0.20978922,0.278475618,0.219614295,0.331472285,0.341704109,0.331195001,0.321517746,0.718545351,0.73442896,0.699049735,0.722157359,0.741529164,0.729184197,0.740616383,0.754786913,0.820089924,0.82531532,0.824309351,0.810645102,256,0.042732682,0.48109284,25,1,sigmoid,1,3.49E-05,0.000148759,541,160,67,3,0,3,10
0.218548806,0.181368417,0.249530632,0.22474737,0.231887024,0.199450948,0.275017497,0.221192627,0.270943902,0.279483581,0.262133488,0.271214636,0.718545351,0.73442896,0.699049735,0.722157359,0.744978792,0.749264835,0.745917234,0.739754307,0.77136347,0.769482742,0.775646941,0.768960726,256,0.738461149,0.593448279,25,1,sigmoid,1,1.35E-07,0.000124207,438,248,117,3,0,3,10
0.218548806,0.181368417,0.249530632,0.22474737,0.231085616,0.197326813,0.266875634,0.229054402,0.276228477,0.286280706,0.26676922,0.275635505,0.718545351,0.73442896,0.699049735,0.722157359,0.743145403,0.747562232,0.739080882,0.742793095,0.769674946,0.773192676,0.763538798,0.772293364,256,0.010877072,0.206096029,25,1,sigmoid,1,2.84E-08,4.69E-05,513,53,75,3,0,3,10
0.218548806,0.181368417,0.249530632,0.22474737,0.23841056,0.209871336,0.277166789,0.228193554,0.297656683,0.308672281,0.289831986,0.294465781,0.718545351,0.73442896,0.699049735,0.722157359,0.750329464,0.749102682,0.748656933,0.753228778,0.790695346,0.792254808,0.790753521,0.789077707,256,0.373538324,0.479228134,25,1,sigmoid,1,3.18E-06,0.000147917,298,51,52,3,0,3,10
0.218548806,0.181368417,0.249530632,0.22474737,0.225893505,0.187010824,0.258716768,0.231952924,0.27037374,0.277475215,0.263320384,0.270325621,0.718545351,0.73442896,0.699049735,0.722157359,0.745685548,0.750717635,0.744161525,0.742177483,0.773076933,0.769377417,0.777413423,0.772439957,256,0.552030876,0.26689601,25,1,sigmoid,1,0.000112643,7.32E-05,347,144,81,3,0,3,10
0.218548806,0.181368417,0.249530632,0.22474737,0.245070347,0.210142442,0.278286493,0.246782106,0.312457692,0.322546648,0.305201667,0.309624762,0.718545351,0.73442896,0.699049735,0.722157359,0.745207732,0.732887413,0.745460948,0.757274835,0.807798206,0.811307246,0.80857207,0.803515301,256,0.467424158,0.58645522,25,1,sigmoid,1,1.81E-06,0.000174667,401,182,163,2,0,3,10
0.218548806,0.181368417,0.249530632,0.22474737,0.231384429,0.200046073,0.267674958,0.226432256,0.279395372,0.293170507,0.271394496,0.273621114,0.718545351,0.73442896,0.699049735,0.722157359,0.74911358,0.748690727,0.748285952,0.75036406,0.785456446,0.783941744,0.787975461,0.784452132,256,0.474668779,0.610719046,25,1,sigmoid,1,0.000110301,0.000163941,239,127,141,3,0,3,10
0.218548806,0.181368417,0.249530632,0.22474737,0.245851705,0.208347198,0.277357868,0.251850049,0.330628991,0.336452166,0.330976542,0.324458265,0.718545351,0.73442896,0.699049735,0.722157359,0.743470831,0.727304102,0.744687246,0.758421146,0.814558047,0.817349167,0.816952572,0.809372403,256,0.285611524,0.575861548,25,1,sigmoid,1,4.09E-08,0.000109786,570,264,196,2,0,3,10
0.218548806,0.181368417,0.249530632,0.22474737,0.236684299,0.205387014,0.27203891,0.232626975,0.383842693,0.377018015,0.38528962,0.389220443,0.718545351,0.73442896,0.699049735,0.722157359,0.730588827,0.722417609,0.729238995,0.740109876,0.841071561,0.841062209,0.841136164,0.84101631,256,0.085168244,0.313833896,25,1,sigmoid,1,3.55E-05,0.000164007,468,60,144,2,0,3,10
