AUPR_bench,AUPR_bench_1,AUPR_bench_2,AUPR_bench_3,AUPR_dev,AUPR_dev_1,AUPR_dev_2,AUPR_dev_3,AUPR_train,AUPR_train_1,AUPR_train_2,AUPR_train_3,AUROC_bench,AUROC_bench_1,AUROC_bench_2,AUROC_bench_3,AUROC_dev,AUROC_dev_1,AUROC_dev_2,AUROC_dev_3,AUROC_train,AUROC_train_1,AUROC_train_2,AUROC_train_3,batch_size,drop1,drop2,epochs,eps,hidden_activation,ip,lambda,learning_rate,n1,n2,n3,n_hidden,npc,pc_drop,use_drop,use_pc,use_vat,weight_1,xi
0.25051375143950755,0.26429100947791817,0.20407591787892743,0.28317432696167705,0.26856087099394177,0.2934669075910309,0.23173178665290822,0.28048391873788625,0.3024046124817659,0.29644367232287366,0.31431138861579544,0.29645877650662855,0.7401770888837819,0.7282289002557545,0.7435796301165746,0.7487227362790165,0.7724437579128445,0.7731457800511509,0.7641752125514945,0.7800102811358882,0.7872346532184656,0.7848135130215067,0.7913288598609582,0.7855615867729321,256,0.25347688051564454,0.6374583805750439,25,1,sigmoid,1,2.0539533100349397e-06,0.0003599227546240274,228,165,84,2,62,0.41002137723699694,1,1,0,3.0,10
0.25051375143950755,0.26429100947791817,0.20407591787892743,0.28317432696167705,0.27485820486575974,0.302624599318179,0.2283222597967493,0.293627755482351,0.31061056057530484,0.30298253389627405,0.32126177987160953,0.30758736795803093,0.7401770888837819,0.7282289002557545,0.7435796301165746,0.7487227362790165,0.7688225810049261,0.7730886919985386,0.7617473047594006,0.7716317462568394,0.7909799100053799,0.7896293029411621,0.7963967902992175,0.7869136367757601,256,0.6203971355215238,0.0020826323710350534,25,1,sigmoid,1,6.316021130091485e-05,0.00025760701677327523,439,167,197,2,105,0.0,1,1,0,3.0,10
0.25051375143950755,0.26429100947791817,0.20407591787892743,0.28317432696167705,0.25789481647530543,0.2851698689722411,0.22261853399260828,0.26589604646106696,0.2806909541976962,0.27381615435893913,0.28260827810345807,0.2856484301306913,0.7401770888837819,0.7282289002557545,0.7435796301165746,0.7487227362790165,0.7642971714270576,0.7658065400073073,0.7566920851958979,0.7703928890779673,0.7802864114054696,0.7786382126376867,0.7838479382026846,0.7783730833760378,256,0.18759394954340888,0.2593311937921557,25,1,sigmoid,1,8.015607654334257e-05,0.00010418034693343376,402,284,165,3,107,0.029256614733697672,1,1,0,3.0,10
0.25051375143950755,0.26429100947791817,0.20407591787892743,0.28317432696167705,0.2679559439672457,0.2994272709731745,0.21899735715862825,0.28544320376993426,0.31223783856030773,0.30355233352781974,0.326452554134285,0.3067086280188185,0.7401770888837819,0.7282289002557545,0.7435796301165746,0.7487227362790165,0.7708710433170191,0.7733786993058093,0.7589425015338768,0.7802919291113711,0.7938253251396032,0.7891698232547562,0.7994010182110565,0.7929051339529969,256,0.0950484472422527,0.17806065019265566,25,1,sigmoid,1,2.071662597104833e-05,0.0003526655864947238,215,183,152,3,62,0.36572575217766884,1,1,0,3.0,10
0.25051375143950755,0.26429100947791817,0.20407591787892743,0.28317432696167705,0.26448659959757387,0.2921218521253787,0.22535673237260742,0.27598121429473543,0.2946563169830691,0.28340624623676525,0.30559953779286847,0.29496316691957364,0.7401770888837819,0.7282289002557545,0.7435796301165746,0.7487227362790165,0.7686294641142131,0.7625936244062843,0.7614449119116486,0.7818498560247061,0.7820764949410544,0.7784175612534804,0.7887052599839961,0.7791066635856865,256,0.23996795543200627,0.5086704296529542,25,1,sigmoid,1,2.7706396405889205e-05,0.00020588689244736117,238,118,50,3,84,0.0,1,1,0,3.0,10
0.25051375143950755,0.26429100947791817,0.20407591787892743,0.28317432696167705,0.2581460911888444,0.2839741071423235,0.19468705747886486,0.2957771089453449,0.35742048813976696,0.3416957761363593,0.3810829514379527,0.34948273684498876,0.7401770888837819,0.7282289002557545,0.7435796301165746,0.7487227362790165,0.766056941520085,0.794350566313482,0.7438995529844858,0.7599207052622872,0.8284265844808133,0.8239246371313161,0.8347988732195251,0.8265562430915986,256,0.21780225134147418,0.14301914756003997,25,1,sigmoid,1,8.980537992898386e-06,0.00042021694849899886,568,190,147,2,69,0.0,1,1,0,3.0,10
0.25051375143950755,0.26429100947791817,0.20407591787892743,0.28317432696167705,0.26846039320181275,0.2928882835048856,0.22553454565121506,0.28695835044933754,0.3103717869489025,0.3018681095535995,0.31947743309721377,0.3097698181958942,0.7401770888837819,0.7282289002557545,0.7435796301165746,0.7487227362790165,0.7715353228416456,0.7748721227621483,0.7630028924533263,0.7767309533094622,0.7914886312793357,0.7880714180674738,0.7962293250085735,0.7901651507619599,256,0.3889029401141972,0.24506081704705898,25,1,sigmoid,1,1.8205466521842378e-07,0.0003590001239707755,273,237,153,3,70,0.32406253581057265,1,1,0,3.0,10
0.25051375143950755,0.26429100947791817,0.20407591787892743,0.28317432696167705,0.27027886657944716,0.2970629966741869,0.22645170482988428,0.28732189823427023,0.30223289783091195,0.2945770860764021,0.3121533456828028,0.299968261733531,0.7401770888837819,0.7282289002557545,0.7435796301165746,0.7487227362790165,0.7683390414801843,0.7737120935330655,0.7599263739153301,0.7713786569921571,0.7862420414378825,0.7848532152371228,0.7918496175495894,0.7820232915269354,256,0.5891507436022797,0.6941376288868903,25,1,sigmoid,1,5.815954866768741e-07,0.0001981938135916928,573,241,191,2,90,0.0,1,1,0,3.0,10
0.25051375143950755,0.26429100947791817,0.20407591787892743,0.28317432696167705,0.2737435148649791,0.3059810255787954,0.21879079872847612,0.2964587202876657,0.3180654255256205,0.31065264495592954,0.3280440553465187,0.3154995762744133,0.7401770888837819,0.7282289002557545,0.7435796301165746,0.7487227362790165,0.7712570768417066,0.7711157289002557,0.7605771759137523,0.7820783257111118,0.7920484662002929,0.7901220614210358,0.7957820145867377,0.7902413225931051,256,0.46826891985645236,0.27826254554726243,25,1,sigmoid,1,2.06973080093107e-07,0.00046139623851120746,247,140,154,3,87,0.3626300659728674,1,1,0,3.0,10
0.25051375143950755,0.26429100947791817,0.20407591787892743,0.28317432696167705,0.26109954015563747,0.2877591092029268,0.22001555848285984,0.27552395278112574,0.2940237523453641,0.27811374091336677,0.30809094313355495,0.2958665729891705,0.7401770888837819,0.7282289002557545,0.7435796301165746,0.7487227362790165,0.767993914392556,0.7701589331384728,0.7571588219826453,0.7766639880565501,0.7892869861185142,0.7834632276848948,0.7969484041234289,0.7874493265472191,256,0.4047609958611316,0.05458143527034206,25,1,sigmoid,1,4.0609206235796915e-08,0.0001853364004191325,564,197,190,3,55,0.0,1,1,0,3.0,10
